id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,motivo_rechazo
2052,Fernanda Ramírez Mendoza,fernanda.ramirez.mendoza1@correo.com,Masculino,03-09-1994,La Libertad,,segmento_vacio
2055,Diego Torres Pérez,diego.torres.perez4@gmail.com,Masculino,11-22-48,SantaAna,,segmento_vacio
2056,María Mendoza Aguilar,maria.mendoza.aguilar5@mail.com,,10-03-1969,LaLibertad,vip,genero_vacio
2063,Jorge Torres López,jorge.torres.lopez5@seguro.sv,Fem,1979/12/05,LaLibertad,,segmento_vacio
2064,Carlos García Chávez,carlos.garcia.chavez6@seguro.sv,F,1991/07/03, San Salvador ,,segmento_vacio
2069,Marta Gómez Hernández,marta.gomez.hernandez4@correo.com,,1942-10-25,LaLibertad,Regular,genero_vacio
2070,Fernanda Torres Martínez,fernanda.torres.martinez5@correo.com,Female,1941/08/15,S. Miguel,,segmento_vacio
2075,Carlos Hernández Ortiz,carlos.hernandez.ortiz3@correo.com,,1963/06/03,SanMiguel,PYME,genero_vacio
2077,Andrés Martínez López,andres.martinez.lopez5@correo.com,,02-19-50,San Salvador,PREMIUM,genero_vacio
2079,Andrés Ortiz Morales,andres.ortiz.morales0@mail.com,,28/07/1973,Santa Ana,REGULAR,genero_vacio
2081,José Torres López,jose.torres.lopez2@example.com,,1969-10-06,SanMiguel,Regular,genero_vacio
2091,Paula Hernández Vásquez,paula.hernandez.vasquez5@gmail.com,,01/02/1992,S. Miguel,,"genero_vacio,segmento_vacio"
2092,Sofía Martínez Reyes,sofia.martinez.reyes6@gmail.com,F,03/10/1960,Santa Ana,,segmento_vacio
2095,Fernanda Aguilar Ramírez,fernanda.aguilar.ramirez2@gmail.com,,11/11/1940,San Miguel,REGULAR,genero_vacio
2098,Valeria Morales Aguilar,valeria.morales.aguilar5@seguro.sv,,11/11/1947,Sonsonate ,,"genero_vacio,segmento_vacio"
2103,Valeria Mendoza Mendoza,valeria.mendoza.mendoza3@gmail.com,,1966/09/10,SanMiguel,Premium,genero_vacio
2105,Jorge Martínez Gómez,jorge.martinez.gomez5@gmail.com,,1952/11/13,Sonsonate,Premium,genero_vacio
2106,Carlos Mendoza Ortiz,carlos.mendoza.ortiz6@seguro.sv,M,28-10-1956,SS,,segmento_vacio
2107,Daniela Castillo Flores,daniela.castillo.flores0@example.com,Masculino,28-06-1969,la libertad,,segmento_vacio
2108,Lucía Mendoza Hernández,lucia.mendoza.hernandez1@correo.com,m,1947-06-12, Santa Ana ,,segmento_vacio
2111,Paula Santos Martínez,paula.santos.martinez4@gmail.com,,25-03-1973,sonsonate,PREMIUM,genero_vacio
2112,Pedro García Reyes,pedro.garcia.reyes5@mail.com,,2006-10-17,san miguel,Premium,genero_vacio
2116,Juan Pérez Castillo,juan.perez.castillo2@correo.com,,1959-01-13, San Miguel ,PYME,genero_vacio
2122,Ana Gómez Ortiz,ana.gomez.ortiz1@seguro.sv,,1993-05-02,san miguel,Regular,genero_vacio
2130,Fernanda Chávez Pérez,fernanda.chavez.perez2@example.com,Masculino,1984-01-17, La Libertad ,,segmento_vacio
2131,José Hernández Morales,jose.hernandez.morales3@mail.com,Masculino,04-23-64, Santa Ana ,,segmento_vacio
2132,Daniela García Mendoza,daniela.garcia.mendoza4@seguro.sv,,04-07-84,sonsonate,PREMIUM,genero_vacio
2133,Sofía Morales Castillo,sofia.morales.castillo5@mail.com,Female,2008-04-08,Santa Ana,,segmento_vacio
2138,Juan Torres Aguilar,juan.torres.aguilar3@mail.com,m,09/02/2004,Sta. Ana,,segmento_vacio
2142,Lucía Mendoza Rojas,lucia.mendoza.rojas0@correo.com,F,25-11-1948,San salvador,,segmento_vacio
2144,Lucía Rojas Pérez,lucia.rojas.perez2@correo.com,,1946/04/15,Sonsonate,VIP,genero_vacio
2146,Jorge López López,jorge.lopez.lopez4@gmail.com,,2011-08-22,Santa Ana,PYME,genero_vacio
2149,José Santos Gómez,jose.santos.gomez0@mail.com,,1989-02-01,L. Libertad,Regular,genero_vacio
2153,Carmen Rojas Vásquez,carmen.rojas.vasquez4@correo.com,,01-05-1968,SanSalvador,,"genero_vacio,segmento_vacio"
2156,Andrés Ortiz Morales,andres.ortiz.morales0@gmail.com,Hombre,15-12-2007,SanMiguel,,segmento_vacio
2158,Carlos Chávez Flores,carlos.chavez.flores2@correo.com,,1942/02/13, San Salvador ,vip,genero_vacio
2162,José Cruz Santos,jose.cruz.santos6@example.com,,08/05/1987,Santa Ana,Premium,genero_vacio
2164,Sofía López Martínez,sofia.lopez.martinez1@gmail.com,,06/11/1941,SanMiguel,PYME,genero_vacio
2166,Lucía López López,lucia.lopez.lopez3@mail.com,,1992/01/01,santa ana,Premium,genero_vacio
2170,José Hernández Cruz,jose.hernandez.cruz0@mail.com,Hombre,1979-12-25,San Miguel,,segmento_vacio
2176,Luis Martínez Mendoza,luis.martinez.mendoza6@mail.com,,02-06-71,san miguel,PYME,genero_vacio
2178,María Gómez Torres,maria.gomez.torres1@gmail.com,Fem,1948/06/30,San Miguel,,segmento_vacio
2181,Juan García Pérez,juan.garcia.perez4@correo.com,,1990-05-19,San Salvador,Premium,genero_vacio
2183,Valeria Ortiz Vásquez,valeria.ortiz.vasquez6@seguro.sv,,01-12-41,Sta. Ana,Regular,genero_vacio
2184,Lucía Martínez Castillo,lucia.martinez.castillo0@correo.com,,09-10-1998,Sta. Ana,Pyme,genero_vacio
2188,Daniela Morales Rojas,daniela.morales.rojas4@example.com,,14/02/2003,Sta. Ana,vip,genero_vacio
2194,Lucía Flores Castillo,lucia.flores.castillo3@mail.com,M,1997/09/01,la libertad,,segmento_vacio
2200,Ricardo Pérez Hernández,ricardo.perez.hernandez2@gmail.com,,2004-01-05,San salvador,Premium,genero_vacio
2203,Jorge Chávez Ortiz,jorge.chavez.ortiz5@mail.com,m,23-03-1977,Sta. Ana,,segmento_vacio
2207,Karla Martínez Cruz,karla.martinez.cruz2@seguro.sv,M,24-12-1981, San Salvador ,,segmento_vacio
2209,Ricardo Aguilar Hernández,ricardo.aguilar.hernandez4@example.com,Masculino,1988-01-15,LaLibertad,,segmento_vacio
2213,Valeria Morales Aguilar,valeria.morales.aguilar1@seguro.sv,m,10-14-41,SanSalvador,,segmento_vacio
2217,Daniela García Cruz,daniela.garcia.cruz5@mail.com,,1942/02/11,San Salvador,REGULAR,genero_vacio
2218,Diego Martínez Pérez,diego.martinez.perez6@mail.com,,20-01-1949, San Miguel ,Pyme,genero_vacio
2220,María López Reyes,maria.lopez.reyes1@example.com,,13-07-1941,san miguel,PYME,genero_vacio
2222,Fernanda García Chávez,fernanda.garcia.chavez3@mail.com,Fem,14/03/1984,Sonso,,segmento_vacio
2223,Ricardo Mendoza Hernández,ricardo.mendoza.hernandez4@correo.com,,1970-08-16,Sonsonate ,Premium,genero_vacio
2224,Diego Morales López,diego.morales.lopez5@example.com,,10-09-53,SanMiguel,PYME,genero_vacio
2225,Paula Pérez Martínez,paula.perez.martinez6@mail.com,F,16-02-1972,Santa Ana,,segmento_vacio
2228,Carlos Mendoza Reyes,carlos.mendoza.reyes2@correo.com,,2003-04-23, Santa Ana ,Premium,genero_vacio
2229,Marta Flores Morales,marta.flores.morales3@correo.com,,23/06/2001, Sonsonate,Regular,genero_vacio
2230,Juan Chávez Rojas,juan.chavez.rojas4@mail.com,,14-06-1978,santa ana,PYME,genero_vacio
2231,María Ramírez Reyes,maria.ramirez.reyes5@seguro.sv,,06-09-1958,Sta. Ana,,"genero_vacio,segmento_vacio"
2236,Paula Martínez Aguilar,paula.martinez.aguilar3@seguro.sv,,11-15-84,S. Miguel,Premium,genero_vacio
2239,José Hernández García,jose.hernandez.garcia6@seguro.sv,,1981/09/12,SanSalvador,vip,genero_vacio
2242,Sofía Santos Gómez,sofia.santos.gomez2@correo.com,,1956/10/16,Sonsonate,vip,genero_vacio
2244,Paula Chávez López,paula.chavez.lopez4@mail.com,,20/05/1959,La Libertad,REGULAR,genero_vacio
2245,Ana Martínez Castillo,ana.martinez.castillo5@correo.com,,30-04-1992,Sta. Ana,Regular,genero_vacio
2248,Carmen Vásquez Torres,carmen.vasquez.torres1@gmail.com,femenino,2005-05-11,sonsonate,,segmento_vacio
2249,Diego Pérez Chávez,diego.perez.chavez2@seguro.sv,Fem,2002/11/12,San salvador,,segmento_vacio
2251,Andrés Chávez Morales,andres.chavez.morales4@correo.com,,11/12/1997,Sonso,REGULAR,genero_vacio
2252,Sofía Santos Aguilar,sofia.santos.aguilar5@gmail.com,femenino,1963-10-03,La Libertad,,segmento_vacio
2261,Valeria García Gómez,valeria.garcia.gomez0@example.com,Mujer,06-01-1992, San Miguel ,,segmento_vacio
2262,Karla Pérez Martínez,karla.perez.martinez1@seguro.sv,,30/07/1950,SanSalvador,PYME,genero_vacio
2263,Carlos Santos Vásquez,carlos.santos.vasquez2@mail.com,,04/12/1964,Sonso,vip,genero_vacio
2271,Luis García Mendoza,luis.garcia.mendoza3@example.com,m,11-30-88,Sonsonate,,segmento_vacio
2272,Carmen López Castillo,carmen.lopez.castillo4@seguro.sv,F,24-03-2009,LaLibertad,,segmento_vacio
2285,Ana Martínez Rojas,ana.martinez.rojas3@correo.com,,27-11-1941,SS,Pyme,genero_vacio
2286,Valeria Morales Hernández,valeria.morales.hernandez4@mail.com,,17-06-2001,SantaAna,Regular,genero_vacio
2289,José López Torres,jose.lopez.torres0@mail.com,,03-27-63,santa ana,vip,genero_vacio
2290,Lucía Vásquez Flores,lucia.vasquez.flores1@correo.com,,23/10/1965,LaLibertad,Pyme,genero_vacio
2291,Daniela Vásquez Aguilar,daniela.vasquez.aguilar2@mail.com,,12/09/1977, San Miguel ,Regular,genero_vacio
2292,Carmen Torres Martínez,carmen.torres.martinez3@mail.com,,11-21-64,San Miguel,,"genero_vacio,segmento_vacio"
2294,Carlos Gómez Martínez,carlos.gomez.martinez5@correo.com,,02-18-55,S. Miguel,vip,genero_vacio
2301,Diego Chávez Mendoza,diego.chavez.mendoza5@correo.com,,1986-11-17,LaLibertad,vip,genero_vacio
2302,Fernanda Chávez Vásquez,fernanda.chavez.vasquez6@seguro.sv,,15/04/1977,la libertad,Pyme,genero_vacio
2303,Fernanda García Vásquez,fernanda.garcia.vasquez0@mail.com,Hombre,02-18-99, Sonsonate,,segmento_vacio
2305,Marta Martínez Chávez,marta.martinez.chavez2@gmail.com,,1998-04-19,san miguel,REGULAR,genero_vacio
2306,Andrés Rojas Martínez,andres.rojas.martinez3@correo.com,Masculino,10-04-1970,SanMiguel,,segmento_vacio
2308,José Ortiz Pérez,jose.ortiz.perez5@seguro.sv,,02-06-1956,Sonso,vip,genero_vacio
2309,Karla López Mendoza,karla.lopez.mendoza6@gmail.com,,07-24-80, Santa Ana ,REGULAR,genero_vacio
2310,Karla Martínez Morales,karla.martinez.morales0@gmail.com,,25/03/1982,san miguel,,"genero_vacio,segmento_vacio"
2311,Karla Mendoza Aguilar,karla.mendoza.aguilar1@example.com,m,11-13-75,SS,,segmento_vacio
2312,Luis Pérez Hernández,luis.perez.hernandez2@example.com,m,2002/04/21,La Libertad,,segmento_vacio
2313,Lucía Chávez López,lucia.chavez.lopez3@correo.com,F,1976-07-10,la libertad,,segmento_vacio
2314,Ana Aguilar Ramírez,ana.aguilar.ramirez4@correo.com,Hombre,2012/08/18, San Salvador ,,segmento_vacio
2316,Ana Ortiz Rojas,ana.ortiz.rojas6@correo.com,,1967/08/18,san miguel,VIP,genero_vacio
2317,Sofía Santos Ortiz,sofia.santos.ortiz0@correo.com,M,18/08/2001,S. Miguel,,segmento_vacio
2318,Ana Hernández Castillo,ana.hernandez.castillo1@gmail.com,,09-03-1972,SanSalvador,,"genero_vacio,segmento_vacio"
2319,Carmen García Torres,carmen.garcia.torres2@seguro.sv,Masculino,1970-07-02,S. Miguel,,segmento_vacio
2321,Paula Ortiz Hernández,paula.ortiz.hernandez4@mail.com,,02-03-1977,san miguel,vip,genero_vacio
2323,Daniela García Reyes,daniela.garcia.reyes6@seguro.sv,F,1940-02-18,La Libertad,,segmento_vacio
2326,Carlos Castillo Mendoza,carlos.castillo.mendoza2@mail.com,m,1969-04-08,la libertad,,segmento_vacio
2328,Fernanda López Rojas,fernanda.lopez.rojas4@gmail.com,,1993-02-20,SantaAna,Pyme,genero_vacio
2330,Juan Gómez Rojas,juan.gomez.rojas6@example.com,Female,06-17-57,Sta. Ana,,segmento_vacio
2332,Luis Castillo Gómez,luis.castillo.gomez1@correo.com,,1998/12/31, San Salvador ,vip,genero_vacio
2335,Marta Pérez Castillo,marta.perez.castillo4@correo.com,,10-09-43,Sonsonate,,"genero_vacio,segmento_vacio"
2336,Paula Vásquez Flores,paula.vasquez.flores5@correo.com,,12-22-00, Sonsonate,Premium,genero_vacio
2338,Luis Ramírez Pérez,luis.ramirez.perez0@seguro.sv,,15-09-1960, Sonsonate,,"genero_vacio,segmento_vacio"
2342,Pedro Morales Torres,pedro.morales.torres4@gmail.com,m,06/12/1992, Sonsonate,,segmento_vacio
2343,Diego Ramírez Reyes,diego.ramirez.reyes5@seguro.sv,,2007/06/03,Sonsonate ,PYME,genero_vacio
2347,María Castillo Castillo,maria.castillo.castillo2@seguro.sv,,15/06/1944,Sonsonate,Regular,genero_vacio
2349,Daniela Santos Aguilar,daniela.santos.aguilar4@gmail.com,,31/10/1968, San Salvador ,,"genero_vacio,segmento_vacio"
2352,Andrés Torres Hernández,andres.torres.hernandez0@gmail.com,Mujer,02-11-1995, Santa Ana ,,segmento_vacio
2354,Paula Torres Rojas,paula.torres.rojas2@gmail.com,,1976/09/11,SanMiguel,Premium,genero_vacio
2355,Carlos López Castillo,carlos.lopez.castillo3@example.com,,03-29-62,San salvador,REGULAR,genero_vacio
2356,Diego García Ramírez,diego.garcia.ramirez4@example.com,,1983-04-04,San Salvador,PYME,genero_vacio
2361,Diego Reyes García,diego.reyes.garcia2@seguro.sv,,06-17-40, San Salvador ,vip,genero_vacio
2362,Ricardo Martínez Ortiz,ricardo.martinez.ortiz3@mail.com,,01/02/2010, Santa Ana ,,"genero_vacio,segmento_vacio"
2365,Karla Morales Vásquez,karla.morales.vasquez6@mail.com,,1962-04-30,LaLibertad,VIP,genero_vacio
2366,Juan Castillo López,juan.castillo.lopez0@mail.com,Female,09-26-92,San Miguel,,segmento_vacio
2368,Sofía Santos Morales,sofia.santos.morales2@mail.com,Masculino,1975/04/26, San Miguel ,,segmento_vacio
2371,Andrés Pérez Ramírez,andres.perez.ramirez5@gmail.com,,12-23-44,San Miguel,,"genero_vacio,segmento_vacio"
2374,Sofía Pérez Morales,sofia.perez.morales1@example.com,Hombre,12-18-73,Sonso,,segmento_vacio
2376,Juan Castillo Chávez,juan.castillo.chavez3@correo.com,Fem,2011-08-28,san miguel,,segmento_vacio
2377,Ricardo López Aguilar,ricardo.lopez.aguilar4@example.com,Female,10-30-82,La Libertad,,segmento_vacio
2378,Luis Ramírez García,luis.ramirez.garcia5@example.com,,1979-10-25, Sonsonate,REGULAR,genero_vacio
2379,Diego Santos Flores,diego.santos.flores6@seguro.sv,,15-10-1977,SantaAna,Premium,genero_vacio
2381,Fernanda Castillo López,fernanda.castillo.lopez1@gmail.com,,1951-08-22,SantaAna,,"genero_vacio,segmento_vacio"
2383,Ana Vásquez Martínez,ana.vasquez.martinez3@mail.com,m,06-08-1951,San Miguel,,segmento_vacio
2393,Ana Castillo Chávez,ana.castillo.chavez6@seguro.sv,,1997-06-12,santa ana,REGULAR,genero_vacio
2395,María Rojas Aguilar,maria.rojas.aguilar1@seguro.sv,F,07-29-12,Sonsonate ,,segmento_vacio
2399,Andrés Castillo Morales,andres.castillo.morales5@example.com,,1992-02-06,sonsonate,PREMIUM,genero_vacio
2400,Marta Torres Aguilar,marta.torres.aguilar6@gmail.com,,02-09-1963,Sonsonate,REGULAR,genero_vacio
2401,Paula Martínez Gómez,paula.martinez.gomez0@seguro.sv,,1961-10-15,Sonso,PREMIUM,genero_vacio
2404,Juan Gómez Ortiz,juan.gomez.ortiz3@correo.com,,19-12-1951, La Libertad ,,"genero_vacio,segmento_vacio"
2409,María Reyes Flores,maria.reyes.flores1@seguro.sv,F,27-11-2001,SanMiguel,,segmento_vacio
2415,Carlos Martínez Pérez,carlos.martinez.perez0@seguro.sv,,07-02-84,sonsonate,Pyme,genero_vacio
2416,Paula Rojas Pérez,paula.rojas.perez1@mail.com,,22/04/1973,San Salvador,PREMIUM,genero_vacio
2417,Lucía Ramírez Mendoza,lucia.ramirez.mendoza2@seguro.sv,Female,04-06-1999,SS,,segmento_vacio
2418,Paula Flores Reyes,paula.flores.reyes3@gmail.com,Masculino,1993-05-19,sonsonate,,segmento_vacio
2422,José Gómez Ortiz,jose.gomez.ortiz0@gmail.com,m,1992-07-18,SS,,segmento_vacio
2424,Luis Ramírez Santos,luis.ramirez.santos2@example.com,,08-23-87,santa ana,REGULAR,genero_vacio
2428,Paula Santos Torres,paula.santos.torres6@example.com,,1988-02-17, San Miguel ,Pyme,genero_vacio
2429,Paula Torres Flores,paula.torres.flores0@seguro.sv,Masculino,1990/11/25,Santa Ana,,segmento_vacio
2432,Marta Aguilar Mendoza,marta.aguilar.mendoza3@example.com,,10-05-75,San salvador,Regular,genero_vacio
2438,Luis Ramírez Mendoza,luis.ramirez.mendoza2@correo.com,F,09-07-97, San Salvador ,,segmento_vacio
2442,Marta Martínez Chávez,marta.martinez.chavez6@seguro.sv,,05-11-58,Sonsonate,,"genero_vacio,segmento_vacio"
2446,Juan Cruz Hernández,juan.cruz.hernandez3@seguro.sv,,07-22-90,Sonsonate ,PYME,genero_vacio
2448,Sofía López Mendoza,sofia.lopez.mendoza5@correo.com,Mujer,10-30-86,Sonsonate ,,segmento_vacio
2449,Valeria Hernández Santos,valeria.hernandez.santos6@correo.com,Fem,14-09-1977,SS,,segmento_vacio
2451,Sofía López Morales,sofia.lopez.morales1@gmail.com,Masculino,1976-02-21,San Miguel,,segmento_vacio
2452,María Chávez Ortiz,maria.chavez.ortiz2@correo.com,,11-30-84, San Miguel ,Regular,genero_vacio
2458,Paula Mendoza García,paula.mendoza.garcia1@example.com,,1971/08/24, San Salvador ,,"genero_vacio,segmento_vacio"
2459,Carlos Vásquez Mendoza,carlos.vasquez.mendoza2@seguro.sv,Fem,05-08-1994,sonsonate,,segmento_vacio
2463,Daniela Pérez López,daniela.perez.lopez6@mail.com,,18-03-1998,Sonsonate,vip,genero_vacio
2464,Juan Chávez Santos,juan.chavez.santos0@correo.com,Mujer,1951/11/02,SantaAna,,segmento_vacio
2466,Juan Cruz Reyes,juan.cruz.reyes2@example.com,,1943/12/20,Sonsonate ,,"genero_vacio,segmento_vacio"
2467,Diego Ramírez Reyes,diego.ramirez.reyes3@mail.com,,15-10-1971,Santa Ana,Premium,genero_vacio
2473,Fernanda Martínez Pérez,fernanda.martinez.perez2@example.com,m,10-28-60,SanMiguel,,segmento_vacio
2475,Ana García Rojas,ana.garcia.rojas4@gmail.com,femenino,21-07-1959,SantaAna,,segmento_vacio
2476,Sofía Hernández Vásquez,sofia.hernandez.vasquez5@example.com,,28/03/1992,sonsonate,PYME,genero_vacio
2480,Ana Chávez Ramírez,ana.chavez.ramirez2@seguro.sv,,11-26-66,la libertad,vip,genero_vacio
2484,Lucía Martínez Santos,lucia.martinez.santos6@correo.com,,21-11-1962,San Miguel,Premium,genero_vacio
2487,Paula Chávez Hernández,paula.chavez.hernandez2@seguro.sv,,22-10-1993,San Salvador,Premium,genero_vacio
2489,Karla Santos Ortiz,karla.santos.ortiz4@correo.com,,22-07-1943,sonsonate,Pyme,genero_vacio
2490,Ricardo Vásquez Torres,ricardo.vasquez.torres5@seguro.sv,,2006/06/03,SS,Premium,genero_vacio
2499,Luis Vásquez García,luis.vasquez.garcia0@gmail.com,,1950/04/08,Sonsonate ,,"genero_vacio,segmento_vacio"
2502,Daniela Martínez Martínez,daniela.martinez.martinez3@gmail.com,,17/12/1948,SS,PREMIUM,genero_vacio
2504,Carmen Hernández López,carmen.hernandez.lopez5@mail.com,Hombre,04-08-1983,San Salvador,,segmento_vacio
2505,Lucía Mendoza Reyes,lucia.mendoza.reyes6@example.com,,1977-12-20, La Libertad ,VIP,genero_vacio
2513,Fernanda Castillo Ramírez,fernanda.castillo.ramirez0@correo.com,Masculino,23/01/1960,san miguel,,segmento_vacio
2520,Karla Rojas Rojas,karla.rojas.rojas0@seguro.sv,femenino,05/12/1966,SantaAna,,segmento_vacio
2521,Pedro Gómez Castillo,pedro.gomez.castillo1@example.com,,12-08-1979,san miguel,REGULAR,genero_vacio
2523,Luis Castillo Ramírez,luis.castillo.ramirez3@seguro.sv,,2003/06/08,Sta. Ana,vip,genero_vacio
2526,Lucía Ortiz Pérez,lucia.ortiz.perez6@gmail.com,m,23/07/1966, Sonsonate,,segmento_vacio
2528,Paula García López,paula.garcia.lopez1@correo.com,,19/12/1961,La Libertad,PYME,genero_vacio
2529,Carmen López Hernández,carmen.lopez.hernandez2@seguro.sv,,1964/07/27, San Salvador ,Premium,genero_vacio
2535,Sofía Reyes Cruz,sofia.reyes.cruz1@mail.com,,1993-11-01,Sta. Ana,,"genero_vacio,segmento_vacio"
2537,Sofía Cruz Cruz,sofia.cruz.cruz3@correo.com,,01-06-1964,la libertad,Regular,genero_vacio
2541,Daniela Ortiz Rojas,daniela.ortiz.rojas0@seguro.sv,Hombre,1977-05-30, San Salvador ,,segmento_vacio
2542,Juan Cruz Castillo,juan.cruz.castillo1@correo.com,Female,1952/12/14,S. Miguel,,segmento_vacio
2543,Valeria Pérez Martínez,valeria.perez.martinez2@mail.com,,1958-10-18, La Libertad ,vip,genero_vacio
2546,Paula López Gómez,paula.lopez.gomez5@mail.com,Female,1986-09-20,San salvador,,segmento_vacio
2547,Paula Castillo Reyes,paula.castillo.reyes6@mail.com,Mujer,06/04/1952,LaLibertad,,segmento_vacio
2551,Juan Rojas Torres,juan.rojas.torres3@correo.com,,1999-07-10, La Libertad ,Regular,genero_vacio
2553,Carlos Aguilar García,carlos.aguilar.garcia5@gmail.com,Mujer,2003/06/25, San Miguel ,,segmento_vacio
2557,Lucía Vásquez López,lucia.vasquez.lopez2@mail.com,,1963-03-27,San Salvador,Regular,genero_vacio
2559,Daniela Chávez Hernández,daniela.chavez.hernandez4@seguro.sv,,2030/11/27,Sonsonate,Regular,genero_vacio
2560,José Aguilar Pérez,jose.aguilar.perez5@seguro.sv,,11/02/1988, Santa Ana ,vip,genero_vacio
2562,Carlos López Ortiz,carlos.lopez.ortiz0@correo.com,Hombre,30/11/1964, San Miguel ,,segmento_vacio
2566,Pedro Aguilar Ortiz,pedro.aguilar.ortiz4@seguro.sv,Hombre,03/09/1943,San salvador,,segmento_vacio
2567,Ana García López,ana.garcia.lopez5@example.com,femenino,03/12/1966,San Miguel,,segmento_vacio
2570,Lucía Cruz Vásquez,lucia.cruz.vasquez1@gmail.com,m,1984-08-26,SantaAna,,segmento_vacio
2571,Jorge Hernández Pérez,jorge.hernandez.perez2@gmail.com,,09-24-48,SantaAna,,"genero_vacio,segmento_vacio"
2572,Jorge López Reyes,jorge.lopez.reyes3@example.com,,10-11-69, Sonsonate,Regular,genero_vacio
2573,Ana Ortiz Flores,ana.ortiz.flores4@mail.com,,1956/09/26, La Libertad ,VIP,genero_vacio
2574,Carlos Vásquez Pérez,carlos.vasquez.perez5@gmail.com,,1986-08-20,La Libertad,VIP,genero_vacio
2576,Lucía Reyes Pérez,lucia.reyes.perez0@correo.com,,1979/11/06,SS,,"genero_vacio,segmento_vacio"
2580,Carlos Mendoza López,carlos.mendoza.lopez4@mail.com,,16/10/2008,San Miguel,REGULAR,genero_vacio
2581,Marta Cruz Morales,marta.cruz.morales5@gmail.com,femenino,11-10-93,L. Libertad,,segmento_vacio
2588,Ricardo López Morales,ricardo.lopez.morales5@example.com,F,08/11/1959,San salvador,,segmento_vacio
2592,Andrés Hernández Morales,andres.hernandez.morales2@example.com,,02-12-53,La Libertad,,"genero_vacio,segmento_vacio"
2594,Sofía Pérez Cruz,sofia.perez.cruz4@seguro.sv,,1947/06/07,SS,REGULAR,genero_vacio
2595,Lucía Castillo Chávez,lucia.castillo.chavez5@correo.com,,2005-11-03, San Salvador ,Regular,genero_vacio
2598,Jorge Gómez Ortiz,jorge.gomez.ortiz1@example.com,,1947/10/06,SanSalvador,vip,genero_vacio
2599,Karla Martínez Pérez,karla.martinez.perez2@mail.com,,05-11-1951,Sonsonate ,VIP,genero_vacio
2600,Lucía Aguilar Rojas,lucia.aguilar.rojas3@correo.com,Fem,06/05/1958,La Libertad,,segmento_vacio
2604,María Ramírez Pérez,maria.ramirez.perez0@gmail.com,m,1963/04/18,LaLibertad,,segmento_vacio
2607,José Flores López,jose.flores.lopez3@correo.com,,17-10-1974,san miguel,Pyme,genero_vacio
2609,Diego Aguilar Vásquez,diego.aguilar.vasquez5@seguro.sv,Mujer,06-05-2000,L. Libertad,,segmento_vacio
2611,Ana Castillo Rojas,ana.castillo.rojas0@mail.com,,1996/02/11, Santa Ana ,Pyme,genero_vacio
2616,Luis Vásquez Hernández,luis.vasquez.hernandez5@mail.com,,1986-08-18,santa ana,,"genero_vacio,segmento_vacio"
2618,Jorge Flores Reyes,jorge.flores.reyes0@seguro.sv,,29-09-1945,La Libertad,Pyme,genero_vacio
2619,Sofía Rojas Cruz,sofia.rojas.cruz1@gmail.com,,10/03/2000,San Salvador,vip,genero_vacio
2621,Valeria Ortiz Ramírez,valeria.ortiz.ramirez3@correo.com,,10-05-1958,Sonsonate ,VIP,genero_vacio
2628,Sofía Mendoza Hernández,sofia.mendoza.hernandez3@correo.com,,08-14-64,L. Libertad,REGULAR,genero_vacio
2630,Carlos Chávez Hernández,carlos.chavez.hernandez5@seguro.sv,Hombre,09-11-83,San Salvador,,segmento_vacio
2631,Juan Pérez Chávez,juan.perez.chavez6@mail.com,,2010/11/25, Sonsonate,PREMIUM,genero_vacio
2632,Ricardo Hernández Rojas,ricardo.hernandez.rojas0@gmail.com,,18-05-1948,Sonsonate ,vip,genero_vacio
2633,María Santos Santos,maria.santos.santos1@seguro.sv,,03-02-82, Sonsonate,PREMIUM,genero_vacio
2637,Carlos Gómez Morales,carlos.gomez.morales5@mail.com,,26-11-1975, San Miguel ,VIP,genero_vacio
2646,Juan Vásquez Aguilar,juan.vasquez.aguilar0@seguro.sv,M,2002/01/21,La Libertad,,segmento_vacio
2647,Jorge Aguilar Hernández,jorge.aguilar.hernandez1@gmail.com,,10-01-73,LaLibertad,PYME,genero_vacio
2650,Paula Torres Ramírez,paula.torres.ramirez4@mail.com,Mujer,2002-04-24,san miguel,,segmento_vacio
2653,Luis Rojas López,luis.rojas.lopez0@correo.com,,10-03-42, Sonsonate,PREMIUM,genero_vacio
2654,Valeria Chávez Reyes,valeria.chavez.reyes1@gmail.com,Masculino,21/08/1993,S. Miguel,,segmento_vacio
2656,Ricardo Santos García,ricardo.santos.garcia3@gmail.com,,15-08-1962,san miguel,Premium,genero_vacio
2657,Ana Ramírez García,ana.ramirez.garcia4@seguro.sv,,05-24-84, Santa Ana ,Premium,genero_vacio
2663,María Ortiz Chávez,maria.ortiz.chavez3@mail.com,Female,1986/09/29,San salvador,,segmento_vacio
2673,Lucía Gómez Santos,lucia.gomez.santos6@seguro.sv,,04-04-1954, Sonsonate,VIP,genero_vacio
2674,Jorge Ramírez Chávez,jorge.ramirez.chavez0@seguro.sv,femenino,26/09/1997, Santa Ana ,,segmento_vacio
2679,Jorge García Pérez,jorge.garcia.perez5@example.com,,12-13-92, San Salvador ,,"genero_vacio,segmento_vacio"
2680,Paula García Hernández,paula.garcia.hernandez6@mail.com,F,08-31-67,San Salvador,,segmento_vacio
2685,Andrés Torres Ramírez,andres.torres.ramirez4@mail.com,,06/09/1950,San Salvador,PYME,genero_vacio
